epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.0,,0.42527055740356445,,
0,1,,0.0,,0.5123177766799927,,
0,2,,0.0,,0.5794801712036133,,
0,3,,0.0,,0.4743955135345459,,
0,4,,0.0,,0.46630463004112244,,
0,5,,0.0,,0.7238757610321045,,
0,6,,0.0,,0.5137224793434143,,
0,7,,0.0,,0.5327526926994324,,
0,8,,0.0,,0.4701367914676666,,
0,9,,0.10000000149011612,,0.5517920255661011,,
0,10,,0.0,,0.42114153504371643,,
0,11,,0.0,,0.38812729716300964,,
0,12,,0.0,,0.5918964743614197,,
0,13,,0.0,,0.9035871624946594,,
0,14,,0.0,,0.44510242342948914,,
0,15,,0.10000000149011612,,0.6127626299858093,,
0,16,,0.10000000149011612,,0.6336902976036072,,
0,17,,0.0,,0.5457606911659241,,
0,18,,0.0,,0.5430455207824707,,
0,19,,0.0,,0.439822256565094,,
0,20,,0.0,,0.5304286479949951,,
0,20,,,,,0.019607843831181526,0.6608827710151672
0,20,0.014563106931746006,,0.5385069251060486,,,
1,21,,0.30000001192092896,,0.3921268880367279,,
1,22,,0.0,,0.49183541536331177,,
1,23,,0.10000000149011612,,0.5279536843299866,,
1,24,,0.30000001192092896,,0.793457567691803,,
1,25,,0.10000000149011612,,0.45935192704200745,,
1,26,,0.0,,0.5488206744194031,,
1,27,,0.0,,0.6543921232223511,,
1,28,,0.0,,0.4641730785369873,,
1,29,,0.10000000149011612,,0.34831732511520386,,
1,30,,0.10000000149011612,,0.6159698367118835,,
1,31,,0.0,,0.505776584148407,,
1,32,,0.0,,0.5728277564048767,,
1,33,,0.0,,0.4342000186443329,,
1,34,,0.0,,0.6356824040412903,,
1,35,,0.0,,0.531928300857544,,
1,36,,0.0,,0.5080674290657043,,
1,37,,0.0,,0.7023253440856934,,
1,38,,0.30000001192092896,,0.7427453994750977,,
1,39,,0.0,,0.3617481291294098,,
1,40,,0.20000000298023224,,0.5227224230766296,,
1,41,,0.0,,0.42447179555892944,,
1,41,,,,,0.019607843831181526,0.6587592363357544
1,41,0.07281553745269775,,0.5373352766036987,,,
2,42,,0.10000000149011612,,0.6392344236373901,,
2,43,,0.4000000059604645,,0.6441630721092224,,
2,44,,0.30000001192092896,,0.6545007228851318,,
2,45,,0.0,,0.5501282811164856,,
2,46,,0.0,,0.5299953818321228,,
2,47,,0.10000000149011612,,0.3121342360973358,,
2,48,,0.0,,0.6719882488250732,,
2,49,,0.0,,0.7211660742759705,,
