epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,0.0,,0.42524346709251404,,
0,1,,0.0,,0.5121278166770935,,
0,2,,0.10000000149011612,,0.5792849659919739,,
0,3,,0.0,,0.47389957308769226,,
0,4,,0.0,,0.46631160378456116,,
0,5,,0.0,,0.7236504554748535,,
0,6,,0.0,,0.5133882164955139,,
0,7,,0.0,,0.5330371856689453,,
0,8,,0.0,,0.4698798358440399,,
0,9,,0.10000000149011612,,0.5518348813056946,,
0,10,,0.0,,0.4211043417453766,,
0,11,,0.10000000149011612,,0.3884296417236328,,
0,12,,0.0,,0.5915496349334717,,
0,13,,0.0,,0.9043632745742798,,
0,14,,0.0,,0.4457074701786041,,
0,15,,0.10000000149011612,,0.6128498911857605,,
0,16,,0.0,,0.6350159049034119,,
0,17,,0.0,,0.54554283618927,,
0,18,,0.0,,0.5430251955986023,,
0,19,,0.0,,0.4400053024291992,,
0,20,,0.0,,0.5308899879455566,,
0,20,,,,,0.05882352963089943,0.6609616279602051
0,20,0.019417475908994675,,0.5385818481445312,,,
1,21,,0.0,,0.39396846294403076,,
1,22,,0.10000000149011612,,0.4921996593475342,,
1,23,,0.0,,0.5282590985298157,,
1,24,,0.10000000149011612,,0.7963593006134033,,
1,25,,0.0,,0.46008825302124023,,
1,26,,0.0,,0.5481469035148621,,
1,27,,0.0,,0.6543877720832825,,
1,28,,0.0,,0.46400555968284607,,
1,29,,0.20000000298023224,,0.34837132692337036,,
1,30,,0.10000000149011612,,0.6157225966453552,,
1,31,,0.0,,0.5057086944580078,,
1,32,,0.0,,0.5722805857658386,,
1,33,,0.0,,0.4347202777862549,,
1,34,,0.0,,0.6356973648071289,,
1,35,,0.0,,0.5322105288505554,,
1,36,,0.10000000149011612,,0.5079036951065063,,
1,37,,0.0,,0.7021786570549011,,
1,38,,0.20000000298023224,,0.7480212450027466,,
1,39,,0.10000000149011612,,0.36072877049446106,,
1,40,,0.20000000298023224,,0.5239275097846985,,
1,41,,0.0,,0.42496538162231445,,
1,41,,,,,0.05882352963089943,0.6599927544593811
1,41,0.05339805781841278,,0.5378574728965759,,,
2,42,,0.10000000149011612,,0.6394036412239075,,
2,43,,0.10000000149011612,,0.6482148766517639,,
2,44,,0.0,,0.6595407724380493,,
2,45,,0.10000000149011612,,0.5495293140411377,,
2,46,,0.10000000149011612,,0.5287997722625732,,
2,47,,0.0,,0.3121657371520996,,
2,48,,0.0,,0.6710594296455383,,
2,49,,0.0,,0.7203184962272644,,
2,50,,0.10000000149011612,,0.4407612383365631,,
2,51,,0.10000000149011612,,0.39656805992126465,,
2,52,,0.0,,0.45542070269584656,,
2,53,,0.0,,0.331590861082077,,
2,54,,0.10000000149011612,,0.5281205177307129,,
2,55,,0.0,,0.7596051096916199,,
2,56,,0.20000000298023224,,0.5574833154678345,,
2,57,,0.0,,0.6071746945381165,,
2,58,,0.0,,0.4790378212928772,,
2,59,,0.0,,0.5252745747566223,,
2,60,,0.20000000298023224,,0.37146204710006714,,
2,61,,0.30000001192092896,,0.6301672458648682,,
2,62,,0.1666666716337204,,0.42286181449890137,,
2,62,,,,,0.0784313753247261,0.6595533490180969
2,62,0.07281553745269775,,0.5371561050415039,,,
3,63,,0.0,,0.43071529269218445,,
3,64,,0.20000000298023224,,0.4019903242588043,,
3,65,,0.10000000149011612,,0.5917534232139587,,
3,66,,0.0,,0.6116713881492615,,
3,67,,0.10000000149011612,,0.8224474191665649,,
3,68,,0.10000000149011612,,0.6470241546630859,,
3,69,,0.0,,0.49413275718688965,,
3,70,,0.0,,0.47677555680274963,,
3,71,,0.10000000149011612,,0.38030576705932617,,
3,72,,0.0,,0.45490190386772156,,
3,73,,0.10000000149011612,,0.3464650809764862,,
3,74,,0.10000000149011612,,0.42783480882644653,,
3,75,,0.20000000298023224,,0.6465923190116882,,
3,76,,0.10000000149011612,,0.5951164960861206,,
3,77,,0.20000000298023224,,0.5157633423805237,,
3,78,,0.10000000149011612,,0.6075258255004883,,
3,79,,0.10000000149011612,,0.5595714449882507,,
3,80,,0.0,,0.613343358039856,,
3,81,,0.10000000149011612,,0.7091927528381348,,
3,82,,0.20000000298023224,,0.31708207726478577,,
3,83,,0.1666666716337204,,0.6477364301681519,,
3,83,,,,,0.05882352963089943,0.6595423221588135
3,83,0.09223300963640213,,0.5358663201332092,,,
4,84,,0.20000000298023224,,0.48432835936546326,,
4,85,,0.10000000149011612,,0.7075028419494629,,
4,86,,0.10000000149011612,,0.6563013792037964,,
4,87,,0.0,,0.4113449156284332,,
4,88,,0.10000000149011612,,0.37481197714805603,,
4,89,,0.10000000149011612,,0.6141511797904968,,
4,90,,0.10000000149011612,,0.46482059359550476,,
4,91,,0.20000000298023224,,0.4370589852333069,,
4,92,,0.0,,0.471600204706192,,
4,93,,0.0,,0.40801212191581726,,
4,94,,0.0,,0.5493938326835632,,
4,95,,0.0,,0.6173126101493835,,
4,96,,0.0,,0.4019795060157776,,
4,97,,0.0,,0.5949408411979675,,
4,98,,0.10000000149011612,,0.4965027868747711,,
4,99,,0.10000000149011612,,0.398478239774704,,
4,100,,0.10000000149011612,,0.6391600966453552,,
4,101,,0.10000000149011612,,0.654321014881134,,
4,102,,0.20000000298023224,,0.7913045883178711,,
4,103,,0.20000000298023224,,0.42305025458335876,,
4,104,,0.1666666716337204,,0.7126056551933289,,
4,104,,,,,0.05882352963089943,0.6561258435249329
4,104,0.08737864345312119,,0.535142719745636,,,
5,105,,0.10000000149011612,,0.5977269411087036,,
5,106,,0.0,,0.5597885251045227,,
5,107,,0.0,,0.7007662057876587,,
5,108,,0.20000000298023224,,0.5539655685424805,,
5,109,,0.0,,0.58586186170578,,
5,110,,0.10000000149011612,,0.44279223680496216,,
5,111,,0.20000000298023224,,0.500924289226532,,
5,112,,0.0,,0.4885004460811615,,
5,113,,0.0,,0.44108185172080994,,
5,114,,0.4000000059604645,,0.5923989415168762,,
5,115,,0.10000000149011612,,0.5304147601127625,,
5,116,,0.10000000149011612,,0.609000027179718,,
5,117,,0.20000000298023224,,0.4314623475074768,,
5,118,,0.0,,0.6810637712478638,,
5,119,,0.0,,0.6726551055908203,,
5,120,,0.0,,0.38494715094566345,,
5,121,,0.0,,0.42680907249450684,,
5,122,,0.0,,0.5444002151489258,,
5,123,,0.10000000149011612,,0.5305533409118652,,
5,124,,0.30000001192092896,,0.4731290936470032,,
5,125,,0.1666666716337204,,0.4278120696544647,,
5,125,,,,,0.05882352963089943,0.65552818775177
5,125,0.09223300963640213,,0.5342198014259338,,,
6,126,,0.20000000298023224,,0.38250666856765747,,
6,127,,0.0,,0.4309091567993164,,
6,128,,0.10000000149011612,,0.4054965078830719,,
6,129,,0.10000000149011612,,0.42629504203796387,,
6,130,,0.0,,0.4200355112552643,,
6,131,,0.20000000298023224,,0.3422008454799652,,
6,132,,0.10000000149011612,,0.4757594168186188,,
6,133,,0.10000000149011612,,0.6341372728347778,,
6,134,,0.0,,0.5277374386787415,,
6,135,,0.4000000059604645,,0.6344473361968994,,
6,136,,0.0,,0.8185101747512817,,
6,137,,0.0,,0.5288683772087097,,
6,138,,0.0,,0.6566640734672546,,
6,139,,0.10000000149011612,,0.5277736186981201,,
6,140,,0.10000000149011612,,0.504912793636322,,
6,141,,0.10000000149011612,,0.8799188733100891,,
6,142,,0.0,,0.42448946833610535,,
6,143,,0.20000000298023224,,0.37016600370407104,,
6,144,,0.0,,0.5772733092308044,,
6,145,,0.10000000149011612,,0.4640030562877655,,
6,146,,0.1666666716337204,,0.9675782918930054,,
6,146,,,,,0.0784313753247261,0.6536060571670532
6,146,0.09223300963640213,,0.534594714641571,,,
7,147,,0.10000000149011612,,0.605646550655365,,
7,148,,0.10000000149011612,,0.4347293972969055,,
7,149,,0.10000000149011612,,0.579101026058197,,
7,150,,0.10000000149011612,,0.6097031235694885,,
7,151,,0.10000000149011612,,0.48877763748168945,,
7,152,,0.20000000298023224,,0.3522392809391022,,
7,153,,0.10000000149011612,,0.5044655799865723,,
7,154,,0.20000000298023224,,0.5324193835258484,,
7,155,,0.10000000149011612,,0.3889012932777405,,
7,156,,0.10000000149011612,,0.46796542406082153,,
7,157,,0.10000000149011612,,0.6836907267570496,,
